school_id,school_name,url,is_enabled
1861,UMPQUA COMMUNITY COLLEGE,https://www.uccriverhawks.com/information/directory/index,1
959,Southwest Tennessee Community College,https://athletics.southwest.tn.edu/information/directory/index,1
1739,Roberts Wesleyan University (RWC),https://robertsredhawks.com/staff-directory,1
694,Central Lakes College-Brainerd,https://www.clcraiders.com/information/directory,1
1992,Dalton State College,https://dsroadrunners.com/staff-directory,1
310,Johns Hopkins University (JHU),https://hopkinssports.com/staff-directory,1
822,Monroe College,https://www.monroeumustangs.com/staff-directory,1
435,Florida Institute of Technology (FT),https://floridatechsports.com/staff-directory,1
1075,Benedict College (BC),https://benedicttigers.com/staff-directory,1
560,Shawnee State University,https://ssubears.com/staff-directory,1
563,Ohio Northern University (ONU),https://onusports.com/athletics/directory/index,1
1870,PENINSULA COLLEGE,https://peninsulacollege.prestosports.com/information/directory/index,1
947,Laney College,https://www.laneyathletics.com/sports/swimming-diving/schedule-1,1
170,Felician University,https://felicianuathletics.com/staff-directory,1
2126,Norco College,https://athletics.norcocollege.edu/information/directory/index,1
1477,Nichols College,https://nicholsathletics.com/staff-directory,1
298,Kutztown University of Pennsylvania (KU),https://kubears.com/staff-directory,1
682,Edison State Community College,https://athletics.edisonohio.edu/information/directory/index,1
1349,University of Maryland Eastern Shore (UMES),https://umeshawksports.com/staff-directory,1
1876,Cuyamaca College,https://cuyamacacoyotes.com/information/directory/index,1
1483,Louisiana State University Shreveport,https://lsusathletics.com/information/directory,1
176,Drew University (DREW),https://drewrangers.com/staff-directory,1
1090,Gallaudet University (GU or GAL),https://gallaudetbison.com/staff-directory,1
700,Illinois Central College,https://icc.edu/staff-directory,1
816,Mississippi Delta Community College,https://mdcctrojans.com/information/directory/index,1
2141,Kent State University Tuscarawas,https://www.flyhighgoldeneagles.com/information/directory/index,1
420,Embry-Riddle Aeronautical University (Florida) (ERAU),https://erauathletics.com/staff-directory,1
1087,Elmira College (EC),https://athletics.elmira.edu/staff-directory,1
1340,Eastern Mennonite University (EMU),https://emuroyals.com/staff-directory,1
1599,Wilkes University (WU),https://gowilkesu.com/staff-directory,1
813,Oklahoma Baptist University (OBU),https://obubison.com/staff-directory,1
1611,SKAGIT VALLEY COLLEGE,https://athletics.skagit.edu/staff-directory,1
831,Mott Community College,https://www.mcc.edu/information/index,1
1209,University of Bridgeport (UB),https://www.ubknights.com/information/directory/index,1
301,University of Delaware (UD),https://www.bluehens.com/staff-directory,1
688,Herkimer County Community College,https://www.herkimergenerals.com/information/directory/index,1
554,Mount St. Joseph University (MSJ),https://msjlions.com/staff-directory,1
438,Lynn University,https://lynnfightingknights.com/staff-directory,1
697,North Central College,https://northcentralcardinals.com/staff-directory,1
1882,PORTLAND COMMUNITY COLLEGE,https://panthers.pcc.edu/staff-directory,1
1471,Belmont Abbey College (BAC),https://abbeyathletics.com/staff-directory,1
2135,OUAZ,https://ouazspirit.com/staff-directory,1
956,Southern University-Shreveport,https://www.susla.edu/page/faculty-staff-directory,1
965,"University of Hawaii, Manoa (UH)",https://hawaiiathletics.com/staff-directory,1
691,Northwestern University (NU),https://www.nusports.com/staff-directory,1
429,University of Florida (UF),https://floridagators.com/staff-directory,1
825,Montcalm Community College,https://montcalmcenturions.com/information/directory,1
1745,Duquesne University (DU),https://goduquesne.com/staff-directory,1
167,"Rutgers, The State Univ. of New Jersey, Newark",https://rutgersnewarkathletics.com/staff-directory,1
1864,HIGHLINE COLLEGE,https://highlineathletics.com/staff-directory,1
980,SUNY Adirondack,https://www.sunyacc.edu/information/directory/Coaching_Staff,1
2022,CENTRAL CHRISTIAN COLLEGE OF THE BIBLE,https://www.cccbsaints.com/inside-athletics/staff-directory,1
721,Anoka-Ramsey Community College,https://www.arccgoldenrams.com/information/directory/index,1
724,Fontbonne University (FBU),https://www.fontbonnegriffins.com/athletics/directory/index,1
1230,Bethune-Cookman University (BCU),https://bcuathletics.com/staff-directory,1
1635,Peru State College,https://pscbobcats.com/staff.aspx,1
1757,Loyola University Maryland (LUM),https://loyolagreyhounds.com/staff-directory,1
1894,Simon Fraser University (SFU),https://athletics.sfu.ca/staff-directory,1
194,Long Island University (LIU),https://www.liuathletics.com/staff.aspx,1
60,"University of Minnesota, Morris",https://morriscougars.com/staff-directory,1
840,Schreiner University (SCH),https://www.schreinermountaineers.com/information/directory/index,1
843,North Central Missouri College,https://www.ncmcpirates.com/information/directory,1
1495,John Jay College of Criminal Justice,https://johnjayathletics.com/staff-directory,1
727,University of Missouri-St. Louis (UMSL),https://umsltritons.com/staff-directory,1
450,University of Montevallo (UM),https://montevallofalcons.com/staff-directory,1
1629,Greensboro College (GC),https://greensborocollegesports.com/staff-directory,1
1626,Washington University in St. Louis (WashU),https://washubears.com/staff-directory,1
1632,Benedictine University at Mesa,https://benuredhawks.com/staff-directory,1
1492,Stockton University,https://stocktonathletics.com/staff-directory,1
57,Rose-Hulman Institute of Technology (RHIT),https://athletics.rose-hulman.edu/staff-directory,1
846,North Dakota State College of Science,https://www.ndscswildcats.com/information/directory/index,1
1772,Central State University (CSU),https://maraudersports.com/staff-directory,1
709,Daytona State College,https://www.dscfalcons.com/information/directory/index,1
2028,Merritt College,https://www.merritt.edu/athletics/athletics-faculty-and-staff/,1
322,Shenandoah University (SU),https://suhornets.com/staff-directory,1
584,"Indiana University, Bloomington (IU)",https://www.iuhoosiers.com/staff-directory,1
849,Texas State University (TXST),https://txst.com/staff-directory,1
200,Molloy University,https://molloylions.com/staff-directory,1
444,Webber International University,https://webberathletics.com/staff-directory,1
587,University of Southern Indiana (USI),https://usiscreamingeagles.com/staff-directory?path=general,1
590,Wabash College,https://sports.wabash.edu/staff-directory,1
1245,Georgia Gwinnett College,https://ggcathletics.com/staff-directory,1
2037,Montana Technological University,https://godiggers.com/staff-directory,1
2034,Bryn Athyn College (BA),https://brynathynathletics.com/staff-directory,1
188,Manhattanville University,https://govaliants.com/staff-directory,1
983,Surry Community College,https://knights.surry.edu/information/directory/index,1
331,Old Dominion University (ODU),https://www.odusports.com/staff-directory,1
328,Virginia Commonwealth University (VCU),https://vcuathletics.com/staff-directory,1
1102,Western New England University,https://wnegoldenbears.com/staff-directory,1
1382,Eastern Illinois University (EIU),https://eiupanthers.com/staff.aspx,1
1897,Southern Utah University (SUU),https://suutbirds.com/staff-directory,1
575,University of Notre Dame (ND),https://fightingirish.com/staff-directory/,1
986,Whitworth University (WHW),https://whitworthpirates.com/staff-directory,1
1760,Randolph College (RAND),https://randolphwildcats.com/staff-directory,1
855,Wayland Baptist University,https://wbuathletics.com/staff-directory,1
1370,Marian University (Wisconsin) (MAR),https://sabreathletics.com/staff-directory,1
1099,"Rutgers, The State Univ. of New Jersey, Camden (RUC)",https://scarletraptors.com/staff-directory,1
974,St. Louis Community College,https://www.archersathletics.com/information/directory/index,1
462,Jacksonville State University (JSU),https://jaxstatesports.com/staff-directory,1
2031,Trinty College,https://www.trinitycollege.edu/athletics-staff-directory/,1
971,St. Clair County Community College,https://sc4skippers.com/information/directory,1
596,Wayne State University (Michigan) (WSU),https://wsuathletics.com/staff-directory,1
1373,East Texas Baptist University (ETBU),https://goetbutigers.com/staff-directory,1
1233,Arcadia University (AU),https://arcadiaknights.com/staff-directory,1
1248,GREEN RIVER COLLEGE,https://www.greenriver.edu/students/get-involved/athletics/about-us/staff-directory.html,1
2302,SPOKANE COLLEGES,https://athletics.spokane.edu/About-Us/Locations/Faculty-Staff-Directory,1
1641,Norwich University (NOR),https://norwichathletics.com/staff-directory,1
1775,Saint Mary-of-the-Woods College,https://www.smwc.edu/offices-resources/faculty-directory/,1
1507,Hartnell College,https://hartnellpanthers.com/inside_athletics/Staff_Directory/index,1
1376,EDMONDS COLLEGE,https://www.edcc.edu/information/directory/index,1
456,University of West Alabama (UWA),https://uwaathletics.com/staff-directory,1
2156,CAROLINA CHRISTIAN COLLEGE,https://www.carolinaathletics.org/directory,1
2016,Hunter College,https://www.huntercollegeathletics.com/staff-directory,1
325,Randolph-Macon College (RMC),https://rmcathletics.com/staff-directory,1
1117,Baldwin Wallace University (BW),https://bwyellowjackets.com/staff-directory,1
977,State Fair Community College,https://sfccmoroadrunners.com/information/directory/index,1
1644,TOCCOA FALLS COLLEGE,https://www.tfcathletics.com/information/directory,1
706,Century College,https://gowoodducks.com/information/directory/index,1
2019,Pratt Institute,https://goprattgo.com/staff-directory,1
968,George Fox University (GFU),https://athletics.georgefox.edu/staff-directory,1
1251,LOWER COLUMBIA COLLEGE,https://lccreddevils.com/staff-directory,1
1111,University of St. Thomas (Minnesota),https://www.Tommiesports.com/staff-directory,0
185,Wagner College (WC),https://wagnerathletics.com/staff-directory,1
1769,Cleveland State University (CSU),https://csuvikings.com/staff-directory,1
837,Navarro College,https://navarrobulldogs.com/staff-directory,1
1513,University of New Orleans (UNO),https://unoprivateers.com/staff-directory,1
203,Stony Brook University (SBU),https://stonybrookathletics.com/staff-directory,1
459,Troy University (TU),https://troytrojans.com/staff-directory,1
2147,Florida National University,https://fnusports.com/staff-directory,1
334,Virginia State University (VSU),https://govsutrojans.com/staff-directory,1
1379,University of Wisconsin-Superior (UWS),https://uwsyellowjackets.com/staff-directory,1
578,Indiana Tech,https://indianatechwarriors.com/staff-directory,1
1236,Colorado School of Mines (Mines),https://minesathletics.com/staff-directory,1
852,Northeast Community College,https://www.northeasthawks.com/information/directory/index,1
1367,Bucks County Community College,https://athletics.bucks.edu/information/directory/index,1
1510,University of Sioux Falls (USF),https://usfcougars.com/staff-directory,1
858,Northern Essex Community College,https://www.neccknights.com/information/directory/index,1
2061,University of St. Thomas (Texas) (UST),https://www.ustcelts.com/information/directory/index,1
876,Orange County Community College,https://sunyorange.edu/information/directory,0
84,"Pennsylvania State Univ. Erie, the Behrend College",https://PSBLions.com/information/directory/index,1
93,"University of Massachusetts, Amherst (UMass)",https://www.umassathletics.com/staff-directory,1
1266,Adams State University (ASU),https://asugrizzlies.com/staff-directory,1
2049,Albany College of Pharmacy and Health Sciences,https://acphspanthers.com/staff-directory,1
209,Marist College,https://goredfoxes.com/staff-directory,1
1668,Barry University (BarryU),https://gobarrybucs.com/staff-directory,1
1924,Howard University (HU),https://hubison.com/staff-directory,1
2052,Alfred University,https://gosaxons.com/staff.aspx?tab=staffdirectory,1
1656,Rochester University,https://uofrathletics.com/staff-directory,1
1793,University of Wisconsin-Eau Claire (UWEC),https://blugolds.com/staff-directory,0
1010,Utah State University Eastern,https://usueasternathletics.com/staff-directory,1
87,Mount Marty University,https://mountmartyathletics.com/staff-directory,1
611,Calvin University,https://calvinknights.com/staff-directory,1
1525,University of Puget Sound (UPS),https://loggerathletics.com/staff-directory,1
1001,Union College,https://www.unionowls.com/athletics/directory/index,1
745,Johnson County Community College,https://www.jcccathletics.com/information/directory/index,1
1781,Drake University (DU),https://godrakebulldogs.com/staff-directory,1
599,Saginaw Valley State University (SVSU),https://www.svsucardinals.com/information/directory/index,1
346,Averett University (AU),https://averettcougars.com/staff-directory,1
212,Plattsburgh State University of New York,https://gocardinalsports.com/staff.aspx,1
1653,Southeastern University,https://fire.seu.edu/staff-directory,1
2058,SUNY College of Environmental Science and Forestry,https://esfathletics.com/information/directory/index,1
349,Marshall University (MU),https://www.herdzone.com/staff-directory,1
1138,Longwood University (LU),https://longwoodlancers.com/staff-directory,1
608,Hutchinson Community College,https://www.bluedragonsports.com/information/directory/index,1
1272,University of Southern California (USC),https://usctrojans.com/staff-directory,1
617,Grand View University,https://gvvikings.com/staff-directory,1
1406,"University of Pittsburgh, Greensburg",https://pittgreensburgathletics.com/staff-directory,1
340,Roanoke College (RC),https://roanokemaroons.com/staff-directory,1
1778,Michigan Technological University (MTU),https://michigantechhuskies.com/staff-directory,1
602,Kalamazoo College (KC),https://hornets.kzoo.edu/staff-directory,1
2177,Copper Mountain College,https://coppermountain.prestosports.com/information/directory/index,1
483,East Tennessee State University (ETSU),https://etsubucs.com/staff-directory?path=inatl,1
1132,Williston State College,https://www.wsctetons.com/information/directory/index,1
78,Fisher College,https://fisherfalcons.com/athletics/directory/index,1
221,St. Lawrence University (SLU),https://saintsathletics.com/staff-directory,1
227,The State University of New York at Fredonia (FSU),https://fredoniabluedevils.com/staff-directory,1
2064,Villa Maria College,https://villavikings.com/staff-directory,1
1013,Wittenberg University (WU),https://www.wittenbergtigers.com/information/directory/index,1
1912,Philander Smith College,https://www.philanderathletics.com/information/directory/index,1
870,Oakton Community College,https://www.oakton.edu/search/directory.php,1
1659,Coker University,https://www.cokercobras.com/information/directory/index,1
1260,State University of New York at Oswego,https://oswegolakers.com/staff-directory,1
1388,William Peace University,https://www.gopeacepacers.com/staff-directory?path=general,1
337,Bluefield University,https://burams.com/staff-directory,1
1385,Kenyon College,https://athletics.kenyon.edu/staff-directory,1
486,Lincoln Memorial University (LMU),https://lmurailsplitters.com/staff-directory,1
2055,State University of New York at Cobleskill,https://fightingtigers.cobleskill.edu/staff-directory,1
1269,Avila University,https://www.avila.edu/information/staff-directory,1
358,Guilford College (GC),https://guilfordquakers.com/staff-directory,1
355,Elon University (EU),https://elonphoenix.com/staff-directory,1
1004,University of Connecticut at Avery Point,,1
1522,Luther College (LUT),https://luthernorse.com/staff-directory,1
1650,Southern Illinois University-Edwardsville,https://siuecougars.com/staff-directory,1
861,The University of Texas Permian Basin,https://utpbfalcons.com/staff-directory,1
992,Tompkins Cortland Community College,https://www.tcpanthers.com/information/directory/index,1
733,William Jewell College (WJC),https://jewellcardinals.com/staff.aspx,1
1802,Montana State University-Bozeman (MSU),https://msubobcats.com/staff-directory,1
2174,Bryant & Stratton College - Rochester,https://rochester.bscbobcats.com/information/directory/index,1
1409,University of Wisconsin-Parkside (UWP),https://parksiderangers.com/staff-directory,1
2180,Clovis College,,1
1519,Principia College,https://principiaathletics.com/staff-directory?path=general,1
1540,Rowan University (RU),https://www.rowanathletics.com/staff-directory,1
998,UA Rich Mountain,https://bucksathletics.com/information/directory/index,1
1516,Montclair State University (MSU),https://montclairathletics.com/staff-directory,1
620,Wartburg College (WAR),https://go-knights.net/staff-directory,1
215,Le Moyne College (LEM),https://lemoynedolphins.com/staff.aspx,1
1400,Robert Morris University,https://rmucolonials.com/staff-directory,1
739,Missouri Western State University (MWSU),https://gogriffons.com/staff-directory,1
730,Truman State University (TSU),https://trumanbulldogs.com/staff-directory,1
995,Triton College,https://tritonathletics.com/staff-directory,1
879,Oxford College of Emory University,https://oxfordcollegeathletics.com/information/directory/index,1
1930,Hollins University (HU),https://hollinssports.com/staff-directory,1
882,Panola College,https://panolaathletics.com/information/directory/index,1
1671,Louisiana State University Alexandria,https://lsuagenerals.com/staff-directory,1
736,Park University,https://parkathletics.com/staff-directory,1
343,Virginia Military Institute (VMI),https://vmikeydets.com/StaffDirectory.dbml?&DB_OEM_ID=9800,1
748,MidAmerica Nazarene University,https://mnusports.com/staff-directory,1
1796,University of South Dakota (USD),https://goyotes.com/staff-directory,1
1528,Wright State University-Lake Campus,https://www.wsulclakers.com/information/directory/index,1
2305,Texas A&M University,https://12thman.com/staff-directory,0
864,Northwest Florida State College,https://www.nwfraiders.com/athletics/directory/index,1
1784,Marquette University (MU),https://www.gomarquette.com/api/v2/promotions/50/click?redirect=https%3a%2f%2fgomarquette.com%2fstaff-directory,1
1254,Grace College,https://gclancers.com/staff-directory,1
480,University of the South (SEW),https://sewaneetigers.com/staff-directory,1
1918,WHATCOM COMMUNITY COLLEGE,https://www.whatcom.edu/about-wcc/contact-us-directory-info/faculty-staff-directory,1
873,Utah Valley University (UVU),https://gouvu.com/staff-directory,1
1665,Georgia College (GSCU),https://gcsubobcats.com/staff-directory,1
1403,"University of Pittsburgh, Bradford",https://athletics.pittbradford.org/information/directory/staff_directory,1
1921,Southern University at New Orleans,https://www.sunoathletics.com/information/directory/index,1
1263,Nelson University,https://nelsonlions.com/staff-directory,1
105,Salem State University,https://www.salemstatevikings.com/information/directory/index,1
233,State University of New York at Brockport,https://gobrockport.com/staff-directory,1
897,Polk State College,https://polkeagles.com/staff-directory,0
382,Wofford College (WC),https://woffordterriers.com/staff-directory,1
1564,Lourdes University,https://lourdesathletics.com/staff-directory,1
1412,Davis & Elkins College (D&E),https://senatornation.com/staff-directory,1
1558,New Mexico Highlands University (NMHU),https://nmhuathletics.com/staff-directory,1
379,Claflin University,https://athletics.claflin.edu/staff-directory,1
2329,Bryant & Stratton College - Syracuse,https://syracuse.bscbobcats.com/information/directory/index,1
364,Chowan University (CU),https://gocuhawks.com/staff-directory,1
888,Patrick & Henry Community College,https://www.phccsports.com/information/directory/index,1
1162,Austin College (AC),https://www.acroos.com/information/directory/index,1
894,Phoenix College,https://pcbearsathletics.com/information/directory/index,1
2204,Occidental College,https://oxyathletics.com/staff-directory,1
1019,Allan Hancock College,https://www.ahcbulldogs.com/athletics/directory/index,1
647,University of Wisconsin-LaCrosse,https://uwlathletics.com/staff-directory,1
1281,MANHATTAN CHRISTIAN COLLEGE,https://www.mccthunder.com/inside-athletics/staff-directory,1
757,Tabor College,https://taborbluejays.com/staff-directory,1
1424,Arizona Christian University,https://acufirestorm.com/staff-directory,1
1293,Southwestern University (Texas) (SU),https://southwesternpirates.com/staff-directory,1
1543,Cleary University,https://clearycougars.com/information/directory/index,1
885,"University of Nevada, Reno (UNR)",https://nevadawolfpack.com/staff-directory,1
632,East Mississippi Community College,https://www.emccathletics.com/athletics/directory/index,1
1957,Northern New Mexico College,https://nnmceagles.com/staff-directory,1
242,Penn State University Beaver,https://www.beaverathletics.com/information/directory/index,1
1165,Elms College,https://ecblazers.com/information/directory/index,1
1150,Coppin State University (CSU),https://coppinstatesports.com/staff-directory,1
367,Davidson College (DC),https://www.davidsonwildcats.com/staff-directory,1
108,Wentworth Institute of Technology (WIT),https://www.wentworthathletics.com/information/directory/index,1
1028,Hendrix College,https://hendrixwarriors.com/staff-directory,1
1421,University of Wisconsin-Oshkosh (UWO),https://uwoshkoshtitans.com/staff-directory,1
900,California Lutheran University (CLU),https://clusports.com/staff-directory,1
775,Loyola University,https://loyolaramblers.com/staff-directory,1
1022,University of British Columbia,https://gothunderbirds.ca/staff-directory,0
891,Pepperdine University (PU),https://pepperdinewaves.com/staff-directory,1
626,Genesee Community College,https://www.geneseeathletics.com/information/directory/index,1
903,Claremont McKenna-Harvey Mudd-Scripps Colleges (CMS),https://cmsathletics.org/staff-directory,1
361,North Carolina State University (NCSU),https://www.gopack.com/staff-directory,1
117,Lasell University (LU),https://laserpride.lasell.edu/information/directory/index,1
1415,"Wheaton College, IL.",https://athletics.wheaton.edu/staff-directory,1
766,Creighton University (CU),https://gocreighton.com/staff-directory,1
1025,Drury University (DU),https://drurypanthers.com/staff-directory,1
504,Mississippi College (MC),https://www.gochoctaws.com/staff-directory,1
644,University of Wisconsin-Platteville (UWP),https://letsgopioneers.com/staff-directory,1
1805,Lake Forest College,https://goforesters.com/staff-directory,1
629,Upper Iowa University (UIU),https://uiupeacocks.com/staff-directory,1
754,Emporia State University (ESU),https://www.emporia.edu/about-emporia-state-university/leadership-faculty-staff/university-directory/,1
120,Stonehill College,https://stonehillskyhawks.com/staff-directory,1
763,Lake Land College,https://lakelandcollegeathletics.com/information/directory/index,1
102,Anna Maria College,https://goamcats.com/information/directory/index,1
